price(1000$),bedrooms,bathrooms,sqm_living,sqm_lot,floors,waterfront,view,condition,sqm_above,sqm_basement,yr_built,yr_renovated,Address,Latitude,Longitude,Month,living_ratio,index
465,3,2,145.08,803.52,1,0,0,5,145.08,0,47,47,14216-14228 117th Ave NE Kirkland WA 98034 USA,47.7293287,-122.1856679,5,0.180555556,1227
329,3,1,148.8,553.536,1,0,0,4,106.95,41.85,50,50,8127 22nd Ave SW Seattle WA 98106 USA,47.5292516,-122.3621414,5,0.268817204,1228
475,3,2,114.39,1069.686,1,0,0,4,114.39,0,30,30,15918 NE 113th Ct Redmond WA 98052 USA,47.7017682,-122.1268944,5,0.106937924,1229
255,3,1,89.28,753.3,1,0,0,3,89.28,0,59,9,20234 20th Ave NE Shoreline WA 98155 USA,47.7717314,-122.30778,5,0.118518519,1230
435,3,1,118.11,372,1.5,0,2,3,118.11,0,86,60,3824 35th Ave SW Seattle WA 98126 USA,47.5695648,-122.3758878,5,0.3175,1231
685,3,2.5,261.33,716.1,2,0,0,3,261.33,0,13,13,6231 Lake Washington Blvd SE Bellevue WA 98006 USA,47.5460863,-122.1911226,5,0.364935065,1232
715,2,2.5,200.88,519.033,1,0,0,3,200.88,0,12,12,23744 NE 116th Pl Redmond WA 98053 USA,47.7017716,-122.0230023,5,0.387027414,1233
780,3,3,234.36,200.136,1.5,0,0,3,145.08,89.28,89,8,1906 11th Ave W Seattle WA 98119 USA,47.6362987,-122.3712238,5,1.171003717,1234
355,4,2.25,168.33,462.21,2,0,0,3,168.33,0,11,11,1035 Duvall Pl NE Renton WA 98059 USA,47.5003096,-122.1560115,5,0.364185111,1235
282,3,2.5,156.24,1461.123,1,0,0,3,115.32,40.92,20,20,20020 127th Pl SE Kent WA 98031 USA,47.4229901,-122.1709238,5,0.106931449,1236
244,3,1,84.63,488.25,1,0,0,4,84.63,0,43,43,1256 SW 146th St Burien WA 98166 USA,47.4728293,-122.351927,5,0.173333333,1237
967.5,3,3.75,302.25,539.121,2,0,2,4,220.41,81.84,63,15,3041 37th Ave W Seattle WA 98199 USA,47.6480719,-122.4050229,5,0.560634811,1238
375,3,1.5,186,678.342,1,0,0,3,141.36,44.64,49,21,5230 S Rose St Seattle WA 98118 USA,47.5297026,-122.2673429,5,0.274197971,1239
1600,3,3.25,352.47,1767,2,0,4,3,352.47,0,29,29,17780 13th Ave NW Seattle WA 98177 USA,47.7597511,-122.3724312,5,0.199473684,1240
527.5,3,1.75,214.83,7332.492,1,0,0,3,163.68,51.15,37,10,1950 NW Goode Pl Issaquah WA 98027 USA,47.540597,-122.0664348,5,0.029298361,1241
994,3,2.25,233.43,589.527,1.5,0,2,5,168.33,65.1,82,12,3227 Whalley Pl W Seattle WA 98199 USA,47.6495895,-122.3911291,5,0.395961508,1242
313,3,1.75,122.76,577.065,1,0,0,5,122.76,0,66,29,15345 Stone Ave N Shoreline WA 98133 USA,47.7412075,-122.3428694,5,0.212731668,1243
587,3,2.25,220.41,20255.4,2,0,0,3,220.41,0,35,0,3118 264th Ave NE Redmond WA 98053 USA,47.6363913,-121.9843869,5,0.010881543,1244
304,3,1,83.7,697.5,1,0,0,4,83.7,0,42,42,7725 NE 143rd St Kirkland WA 98034 USA,47.7314004,-122.2368439,5,0.12,1245
675,3,2.5,236.22,714.24,2,0,1,4,236.22,0,74,13,12037 6th Ave NW Seattle WA 98177 USA,47.7175152,-122.3639736,5,0.330729167,1246
305,4,1,195.3,863.784,1,0,0,4,97.65,97.65,46,46,16423 126th Pl SE Renton WA 98058 USA,47.4559218,-122.1708455,5,0.226098191,1247
280,3,1,111.6,581.25,1,0,0,3,85.56,26.04,71,12,10424 2nd Ave S Seattle WA 98168 USA,47.5095424,-122.3308644,5,0.192,1248
960,5,4,345.96,1413.6,2,0,0,3,345.96,0,9,9,1414 235th Pl SE Sammamish WA 98075 USA,47.5955229,-122.0260618,5,0.244736842,1249
500,3,2.25,163.68,422.127,2,0,0,3,163.68,0,26,14,3728 246th Ave SE Issaquah WA 98029 USA,47.5754962,-122.0129378,5,0.387750606,1250
274.95,3,1.75,155.31,689.595,1,0,0,3,122.76,32.55,27,14,16828 SE 251 St Covington WA 98042 USA,47.3775472,-122.1158926,5,0.22521915,1251
455.6,3,2.5,225.06,767.436,2,0,0,3,225.06,0,16,8,7000 Autumn Ave SE Snoqualmie WA 98065 USA,47.538301,-121.8710136,5,0.293262239,1252
970,5,3,323.64,1412.205,2,0,0,4,323.64,0,50,50,3601-3733 Greenbrier Ln Mercer Island WA 98040 USA,47.5765078,-122.2161863,5,0.229173527,1253
312.9,4,2.5,151.59,415.989,2,0,0,3,151.59,0,11,11,24506 SE 276th Ct Maple Valley WA 98038 USA,47.3546218,-122.0149882,5,0.364408674,1254
535,4,2.5,217.62,520.8,2,0,0,3,217.62,0,93,1,10207 37th Ave SW Seattle WA 98146 USA,47.5117014,-122.3786005,5,0.417857143,1255
427,2,1,85.56,351.54,1,0,0,3,85.56,0,104,8,807 N 42nd St Seattle WA 98103 USA,47.657574,-122.3480369,5,0.243386243,1256
405,2,1,84.63,603.57,1,0,0,3,84.63,0,72,15,8221 21st Ave NE Seattle WA 98115 USA,47.6891604,-122.3060011,5,0.140215716,1257
480,3,1,106.95,459.885,1,0,2,3,106.95,0,71,12,4103 37th Ave SW Seattle WA 98126 USA,47.5663554,-122.3791407,5,0.23255814,1258
725,3,1.5,232.5,443.982,1.5,0,2,3,134.85,97.65,74,18,4111 1st Ave NW Seattle WA 98107 USA,47.6567548,-122.3578368,5,0.523669879,1259
268,4,2,179.49,613.8,1,0,0,4,95.79,83.7,47,47,13436 Occidental Ave S Burien WA 98168 USA,47.481997,-122.3322307,5,0.292424242,1260
475,4,3.5,316.2,21794.736,2,0,0,3,232.5,83.7,23,23,19132 Beall Rd SW Vashon WA 98070 USA,47.433344,-122.448317,5,0.01450809,1261
488,3,2.5,147.87,237.15,3,0,0,3,147.87,0,29,29,6601-6699 28th Ave NW Seattle WA 98117 USA,47.676637,-122.3929551,5,0.623529412,1262
760,4,2.5,309.69,688.107,2,0,0,3,309.69,0,5,5,14009 NE 85th Ct Redmond WA 98052 USA,47.6789774,-122.1528154,5,0.450060819,1263
1710,5,4.5,426.87,1365.705,2,0,0,3,426.87,0,5,5,6402-6412 105th Ave NE Kirkland WA 98033 USA,47.6637572,-122.199487,5,0.312563841,1264
754.95,3,2.5,242.73,674.808,2,0,0,3,242.73,0,0,0,12108 NE 106th Pl Kirkland WA 98033 USA,47.6950462,-122.1797217,5,0.359702315,1265
263.9,3,2.5,154.194,251.1,2,0,0,3,154.194,0,0,0,2150 S 262nd Ct Des Moines WA 98198 USA,47.3668007,-122.306607,5,0.614074074,1266
1149,4,3,552.42,1072.569,2,0,4,3,460.35,92.07,10,11,6310 Fairway Pl SE Snoqualmie WA 98065 USA,47.5443387,-121.8704319,5,0.515043787,1267
450.8,4,3.25,233.43,493.923,2,0,0,3,233.43,0,5,5,3617 NE 12th St Renton WA 98056 USA,47.5027943,-122.1701125,5,0.472604029,1268
627,3,3.5,252.03,323.175,2,0,0,3,153.45,98.58,9,9,Shangri-La Way NW Issaquah WA 98027 USA,47.53483,-122.071751,5,0.779856115,1269
310,3,1,132.99,1850.793,1.5,0,0,4,132.99,0,87,87,8308 NE 176th Pl Kenmore WA 98028 USA,47.7556417,-122.2290283,5,0.071855686,1270
550,4,1,154.38,3240.864,1,0,0,1,86.49,67.89,81,81,6056 156th Ave NE Redmond WA 98052 USA,47.6621505,-122.1320042,5,0.047635445,1271
215,2,1,122.76,824.445,1,0,0,4,122.76,0,71,71,2496-2598 S 121st St Burien WA 98168 USA,47.4949026,-122.2997007,5,0.148900169,1272
799,4,3,239.94,19485.639,2,0,0,3,239.94,0,30,30,24927 NE 108th St Redmond WA 98053 USA,47.6931975,-122.0057341,5,0.012313684,1273
630,4,2.5,254.82,4008.393,2,0,0,3,254.82,0,21,21,18808 215th Way NE Woodinville WA 98077 USA,47.7648959,-122.0492454,5,0.063571611,1274
267,3,2.5,232.035,409.2,2,0,0,3,232.035,0,7,7,35039 41st Pl S Federal Way WA 98001 USA,47.2879767,-122.2827178,5,0.567045455,1275
900,6,2.75,213.9,2303.889,1.5,0,0,4,213.9,0,64,29,2940 72nd Ave SE Mercer Island WA 98040 USA,47.5832835,-122.2422331,5,0.092843015,1276
365,3,1.5,120.9,1138.32,1,0,0,3,120.9,0,51,6,7343 NE 150th St Kenmore WA 98028 USA,47.7370273,-122.2429442,5,0.10620915,1277
544.5,4,2.5,207.39,968.502,1,0,0,5,134.85,72.54,40,40,3022 254th Ave SE Issaquah WA 98075 USA,47.5817496,-122.0002431,5,0.214134819,1278
599,4,2.75,187.86,255.75,1,0,0,3,93.93,93.93,97,0,3212 E Terrace St Seattle WA 98122 USA,47.6053622,-122.2909644,5,0.734545455,1279
815,4,2.25,186,353.4,2,0,0,3,186,0,13,13,7708 16th Ave NE Seattle WA 98115 USA,47.6851874,-122.3107371,5,0.526315789,1280
254,2,1,98.58,761.391,1,0,0,4,98.58,0,62,62,16708 N Park Ave N Shoreline WA 98133 USA,47.7508641,-122.3492781,5,0.129473556,1281
740,2,1.75,193.44,446.4,1,0,0,5,100.44,93,91,91,333 NW 84th St Seattle WA 98117 USA,47.6896589,-122.3621251,5,0.433333333,1282
225,3,2,188.79,2309.097,1,0,0,4,113.46,75.33,35,35,36721 34th Ave S Auburn WA 98001 USA,47.2718195,-122.2907702,5,0.081759233,1283
925,3,2.5,250.17,651,2,0,0,5,171.12,79.05,71,71,6825 48th Ave NE Seattle WA 98115 USA,47.6783485,-122.2772784,5,0.384285714,1284
1285,4,2.5,301.32,1004.4,1,0,0,3,210.18,91.14,68,68,5726 61st Ave NE Seattle WA 98105 USA,47.6709296,-122.2617786,5,0.3,1285
537,3,2.5,144.15,1201.56,2,0,0,5,144.15,0,15,15,11004 NE 108th St Kirkland WA 98033 USA,47.6973141,-122.1942225,5,0.11996904,1286
335,4,2,137.64,291.276,1,0,0,5,68.82,68.82,104,104,5840 16th Ave S Seattle WA 98108 USA,47.5500509,-122.312039,5,0.472541507,1287
840,4,2.75,282.72,260.4,2,0,0,3,195.3,87.42,108,0,318 E Mercer St Seattle WA 98102 USA,47.6244525,-122.326996,5,1.085714286,1288
224,3,1.5,145.08,678.9,1,0,0,4,96.72,48.36,50,50,4205 S 288th Pl Auburn WA 98001 USA,47.3427086,-122.2810355,5,0.21369863,1289
395,3,2.5,209.25,349.401,2,0,0,3,209.25,0,8,8,6730 SE 5th St Renton WA 98059 USA,47.4787491,-122.1291076,5,0.598882087,1290
450,3,1,102.3,427.8,1,0,0,3,102.3,0,97,5,3920 42nd Ave SW Seattle WA 98116 USA,47.5686309,-122.3850782,5,0.239130435,1291
681,3,1,158.1,591.108,1.5,0,0,3,158.1,0,107,31,4001 42nd Ave S Seattle WA 98118 USA,47.5677506,-122.2810748,5,0.267463814,1292
898,5,1.5,249.24,2605.302,1,0,0,4,134.85,114.39,51,51,2615 109th Pl NE Bellevue WA 98004 USA,47.6347901,-122.1954963,5,0.095666452,1293
370,3,1,74.4,213.528,1,0,0,4,74.4,0,106,106,125 N Bowdoin Pl Seattle WA 98103 USA,47.654687,-122.3560051,5,0.348432056,1294
429,2,1.75,125.55,587.295,1,0,0,3,125.55,0,9,9,23039 NE 130th St Redmond WA 98053 USA,47.7140285,-122.0320396,5,0.213776722,1295
555,3,2.5,293.88,397.11,2,0,0,3,246.45,47.43,8,8,11131 NE 162nd St Bothell WA 98011 USA,47.745293,-122.1940308,5,0.740046838,1296
326,3,2.75,159.96,2604,1,0,0,4,159.96,0,56,42,18401 124th Ave SE Renton WA 98058 USA,47.4375737,-122.1759367,5,0.061428571,1297
225,3,2.5,156.24,628.215,2,0,0,3,156.24,0,20,20,30410 128th Pl SE Auburn WA 98092 USA,47.3292812,-122.1699208,5,0.248704663,1298
245.1,3,1.75,120.9,740.094,1,0,0,3,120.9,0,18,18,11022 SE 319th Ct Auburn WA 98092 USA,47.3161571,-122.1938714,5,0.163357628,1299
665,3,2.5,203.67,964.41,2,0,0,3,203.67,0,27,14,1345 232nd Pl NE Sammamish WA 98074 USA,47.6217221,-122.0297387,5,0.211186114,1300
535,3,2.5,159.96,372.558,2,0,0,3,159.96,0,20,20,4228 249th Ct SE Issaquah WA 98029 USA,47.5691398,-122.0068792,5,0.429355966,1301
305,3,1,107.88,1095.168,1,0,0,3,107.88,0,46,17,15803 197th Pl NE Woodinville WA 98077 USA,47.742769,-122.0740499,5,0.098505435,1302
999,7,4,292.95,3239.19,1,0,0,3,292.95,0,57,9,714 145th Ave SE Bellevue WA 98007 USA,47.6028442,-122.1466726,5,0.090439276,1303
215,3,1.75,112.53,750.975,1,0,0,4,112.53,0,31,31,127 Chicago Blvd S Pacific WA 98047 USA,47.2666893,-122.2540598,5,0.149845201,1304
432.5,3,1.75,184.14,474.3,1,0,0,3,118.11,66.03,49,21,8516 Linden Ave N Seattle WA 98103 USA,47.6911164,-122.3468791,5,0.388235294,1305
655,4,2.5,278.07,527.217,2,0,0,3,278.07,0,11,11,225 246th Ct NE Sammamish WA 98074 USA,47.6119475,-122.0109071,5,0.527429882,1306
266.2,3,1.5,132.99,892.8,1,0,0,4,132.99,0,48,48,14217 SE 144th St Renton WA 98059 USA,47.4736874,-122.1500414,5,0.148958333,1307
244.615,3,2.5,191.58,374.79,2,0,0,3,191.58,0,15,15,921 4th Ave N Kent WA 98032 USA,47.3908488,-122.2380174,5,0.511166253,1308
460,4,3,207.39,4927.419,2,0,0,3,207.39,0,23,23,27209 110th Ave SE Kent WA 98030 USA,47.3578237,-122.1950214,5,0.042088972,1309
370,4,2.5,287.37,1733.985,2,0,0,3,287.37,0,19,19,34711 5th Ave SW Federal Way WA 98023 USA,47.2901585,-122.3421791,5,0.165728077,1310
465,6,3.25,395.25,2169.318,1,0,3,3,199.95,195.3,47,3,29211 7th Pl S Federal Way WA 98003 USA,47.3400304,-122.3268329,5,0.18220012,1311
1175,3,2.5,183.21,2155.74,1,1,4,3,102.3,80.91,77,16,5923 Beach Dr SW Seattle WA 98136 USA,47.5495054,-122.3980796,5,0.084987058,1312
820,3,2.5,233.43,511.779,2,0,2,3,233.43,0,19,19,6736 40th Ave SW Seattle WA 98136 USA,47.5419127,-122.3828496,5,0.456114846,1313
968,6,2.75,335.73,1634.94,1,0,4,5,192.51,143.22,55,55,20303 SE 40th St Sammamish WA 98075 USA,47.5735525,-122.0684782,5,0.205346985,1314
1400,4,3.25,277.14,651,2,0,3,3,199.02,78.12,114,0,3115 S Norman St Seattle WA 98144 USA,47.5932698,-122.2921346,5,0.425714286,1315
438.75,3,1.75,149.73,602.64,1,0,0,4,149.73,0,67,26,2003 NE 117th St Seattle WA 98125 USA,47.7137597,-122.3068688,5,0.24845679,1316
1210,4,2.75,339.45,649.326,2,0,2,4,235.29,104.16,63,11,4911 NE 65th St Seattle WA 98115 USA,47.6755593,-122.2751412,5,0.522772844,1317
600,4,2,233.43,3547.113,1,0,0,3,233.43,0,54,2,13507 62nd Ave NE Kirkland WA 98034 USA,47.7219658,-122.2578566,5,0.065808448,1318
589,3,1,103.23,558,1.5,0,0,5,103.23,0,82,12,3228 36th Ave W Seattle WA 98199 USA,47.6496117,-122.40327,5,0.185,1319
590,3,2,153.45,571.95,2,0,0,4,153.45,0,88,21,3627 48th Ave SW Seattle WA 98116 USA,47.5712731,-122.393783,5,0.268292683,1320
479.9,3,2,184.14,1129.95,1,0,0,3,184.14,0,20,20,26272 142nd Ave SE Kent WA 98042 USA,47.3656825,-122.1518978,5,0.162962963,1321
745,3,1.75,138.57,911.4,1,0,0,4,106.02,32.55,67,26,10637 SE 29th St Beaux Arts Village WA 98004 USA,47.5840288,-122.197937,5,0.152040816,1322
840.5,3,2,234.36,502.2,1.5,0,0,4,131.13,103.23,108,24,1917 3rd Ave W Seattle WA 98119 USA,47.6364808,-122.3613865,5,0.466666667,1323
420,3,1.75,169.26,2075.76,1,0,0,3,116.25,53.01,37,10,4031 W Ames Lake Dr NE Redmond WA 98053 USA,47.6440264,-121.9600249,5,0.081541219,1324
565,7,4.5,385.02,843.138,1,0,0,3,192.51,192.51,36,36,14007 35th Ave NE Seattle WA 98125 USA,47.7304321,-122.2912262,5,0.456651224,1325
840,4,2.5,318.06,781.665,2,0,0,3,318.06,0,14,14,20525 NE 26th St Sammamish WA 98074 USA,47.6328527,-122.0640944,5,0.406900654,1326
681.716,4,2.5,292.95,676.761,2,0,0,3,292.95,0,8,8,1224 N 27th Pl Renton WA 98056 USA,47.5160002,-122.2020855,5,0.432870688,1327
600,3,1.75,146.94,689.688,1,0,0,3,106.95,39.99,47,3,12501 SE 4th Pl Bellevue WA 98005 USA,47.6055886,-122.1729332,5,0.213052859,1328
380,3,2,154.38,770.133,1,0,0,3,154.38,0,65,16,5021 Fauntleroy Way SW Seattle WA 98136 USA,47.5568017,-122.3819351,5,0.200458882,1329
355,2,1,118.11,297.6,1,0,0,4,89.28,28.83,94,94,4038 Linden Ave N Seattle WA 98103 USA,47.6565196,-122.3482549,5,0.396875,1330
277,4,1,134.85,581.25,1,0,0,3,92.07,42.78,50,14,10020 18th Ave SW Seattle WA 98146 USA,47.5130636,-122.3570922,5,0.232,1331
236,4,2.25,170.19,882.105,1,0,0,4,111.6,58.59,25,25,4235 SW 337th Pl Federal Way WA 98023 USA,47.2995124,-122.3872021,5,0.192936215,1332
270,3,1.75,120.9,383.811,1,0,0,4,60.45,60.45,96,61,1309 SW Webster St Seattle WA 98106 USA,47.5353163,-122.3521456,5,0.314998788,1333
700,2,1.75,215.76,511.5,1.5,0,2,3,159.96,55.8,89,14,1903 32nd Ave S Seattle WA 98144 USA,47.5860356,-122.2922839,5,0.421818182,1334
425,4,2.75,156.24,887.685,1,0,0,4,100.44,55.8,35,35,7220 NE 152nd Pl Kenmore WA 98028 USA,47.7390197,-122.2430189,5,0.176008381,1335
635,3,2.5,213.9,511.5,1.5,0,0,4,186,27.9,93,93,2739 31st Ave S Seattle WA 98144 USA,47.5785195,-122.2933324,5,0.418181818,1336
510.25,3,1.75,130.2,372,1,0,0,3,80.91,49.29,63,20,8520 19th Ave NW Seattle WA 98117 USA,47.6912962,-122.3808665,5,0.35,1337
960,4,2.25,224.13,424.08,2,0,2,5,167.4,56.73,85,85,7006 35th Ave NW Seattle WA 98117 USA,47.6797387,-122.4018285,5,0.528508772,1338
254,3,2,137.64,695.64,1,0,0,4,137.64,0,22,22,21438 SE 277th St Maple Valley WA 98038 USA,47.3541523,-122.0549161,5,0.197860963,1339
299,3,1,129.27,895.032,1.5,0,0,4,129.27,0,60,35,2544 NE 203rd St Shoreline WA 98155 USA,47.7758136,-122.3010031,5,0.14443059,1340
580,5,2,180.42,558,1,0,0,5,90.21,90.21,69,69,8026 38th Ave NE Seattle WA 98115 USA,47.6874936,-122.2871574,5,0.323333333,1341
1970,8,3.5,412.92,602.64,2,0,3,5,292.02,120.9,55,55,1210 22nd Ave E Seattle WA 98112 USA,47.6309856,-122.3032612,5,0.685185185,1342
285,2,1,74.4,580.32,1,0,0,3,74.4,0,60,9,13332 30th Ave NE Seattle WA 98125 USA,47.7256572,-122.2960362,5,0.128205128,1343
242,3,1.75,121.83,896.985,1,0,0,3,121.83,0,35,0,21860 Military Rd S SeaTac WA 98198 USA,47.4054698,-122.2897832,5,0.135821669,1344
840,4,1.75,216.69,372,2,0,0,5,120.9,95.79,90,58,5036 36th Ave NE Seattle WA 98105 USA,47.6660064,-122.2887803,5,0.5825,1345
490,4,2.5,219.48,406.131,2,0,0,3,219.48,0,11,11,12977 NE 201st St Woodinville WA 98072 USA,47.773085,-122.1669143,5,0.540416762,1346
465,3,2.25,171.12,534.936,2,0,0,3,171.12,0,11,11,11526 NE 116th St Kirkland WA 98034 USA,47.7043709,-122.1868956,5,0.319888734,1347
515,4,2.5,249.24,667.554,2,0,0,3,249.24,0,10,11,36231 SE Isley St Snoqualmie WA 98065 USA,47.5324468,-121.8561212,5,0.373363054,1348
430,3,3.75,361.77,664.02,1,0,2,3,222.27,139.5,71,7,10631 Forest Ave S Seattle WA 98178 USA,47.5072078,-122.2389354,5,0.544817927,1349
253.4,3,2,130.2,803.52,1,0,0,5,130.2,0,46,46,1033 S 316th St Federal Way WA 98003 USA,47.3181578,-122.3190973,5,0.162037037,1350
355,3,2.5,223.2,902.193,1,0,0,3,223.2,0,24,5,4621 SW 327th Pl Federal Way WA 98023 USA,47.3081023,-122.3920933,5,0.247397176,1351
740,4,2.25,271.56,4311.015,2,0,0,4,271.56,0,16,16,28412 SE 43rd St Fall City WA 98024 USA,47.5689872,-121.9621002,5,0.062992126,1352
306,3,2.5,156.24,1040.949,2,0,0,3,156.24,0,30,30,16084 SE 172nd Pl Renton WA 98058 USA,47.4481683,-122.1250725,5,0.150093809,1353
510,4,1.5,189.72,818.4,1,0,0,4,94.86,94.86,53,13,1518 150th Ave SE Bellevue WA 98007 USA,47.5965525,-122.1388441,5,0.231818182,1354
345,2,1,100.44,372,1,0,0,3,100.44,0,74,18,8351 Jones Ave NW Seattle WA 98117 USA,47.6902093,-122.3867946,5,0.27,1355
875,3,2.75,212.04,398.04,1,0,0,5,119.04,93,97,97,1829 N 55th St Seattle WA 98103 USA,47.6685035,-122.3349827,5,0.53271028,1356
700,4,3.5,417.57,474.207,2,0,0,3,315.27,102.3,8,8,6818 Pinehurst Ave SE Snoqualmie WA 98065 USA,47.5394255,-121.8611052,5,0.880564817,1357
1400,4,3.25,437.1,851.88,1,0,4,3,234.36,202.74,9,9,5700-5798 SW Hinds St Seattle WA 98116 USA,47.5733015,-122.4055963,5,0.513100437,1358
499.95,4,2.5,260.214,415.989,2,0,0,3,260.214,0,2,102,19296-19336 102nd Ave SE Renton WA 98055 USA,47.4285225,-122.2050405,5,0.625530964,1359
739,3,2.5,261.33,502.2,2,0,0,3,261.33,0,9,9,11814 167th Pl NE Redmond WA 98052 USA,47.7054898,-122.1177675,5,0.52037037,1360
363,4,2.5,349.029,669.972,2,0,0,3,310.248,38.781,6,6,33415 41st Ave SW Federal Way WA 98023 USA,47.3012566,-122.3847814,5,0.520960577,1361
782,4,3.5,363.63,752.835,2,0,0,3,291.09,72.54,7,7,4801-4999 229th Ave SE Issaquah WA 98029 USA,47.559078,-122.0339469,5,0.483014206,1362
485,4,1,148.8,399.9,1.5,0,0,4,148.8,0,98,98,1215 N 50th St Seattle WA 98103 USA,47.6648202,-122.3429968,5,0.372093023,1363
452,4,2.25,240.87,930.186,1,0,0,4,124.62,116.25,46,46,19311 59th Pl NE Kenmore WA 98028 USA,47.7688873,-122.2659563,5,0.25894821,1364
264.95,4,2.25,159.96,907.029,1,0,0,4,104.16,55.8,36,14,34434 30th Ave SW Federal Way WA 98023 USA,47.2921865,-122.370966,5,0.176355993,1365
472,6,2.5,410.13,1305.162,1,0,2,4,218.55,191.58,49,49,806 S 295th Pl Federal Way WA 98003 USA,47.3376534,-122.324109,5,0.314236853,1366
267.5,3,1.75,147.87,1108.002,1,0,2,3,101.37,46.5,57,14,17904 Military Rd S SeaTac WA 98188 USA,47.4426889,-122.2735484,5,0.133456438,1367
565,4,2.5,226.92,2101.242,2,0,0,3,226.92,0,18,18,2525 276th Ct NE Redmond WA 98053 USA,47.6333185,-121.9697387,5,0.107993273,1368
389,2,1,84.63,651,1,0,0,3,84.63,0,62,6,2043 NE 98th St Seattle WA 98115 USA,47.6999745,-122.305198,5,0.13,1369
400,4,1.5,129.27,669.6,1,0,0,3,106.02,23.25,49,21,2150 N 128th St Seattle WA 98133 USA,47.722336,-122.3319746,5,0.193055556,1370
264,3,1.5,136.71,1378.353,1,0,0,4,136.71,0,56,42,14435 SE 263rd St Kent WA 98042 USA,47.3659068,-122.147921,5,0.099183591,1371
690,4,2.5,271.56,921.072,2,0,0,4,271.56,0,24,24,25919 SE 37th Way Issaquah WA 98029 USA,47.5759136,-121.99499,5,0.294830372,1372
412,3,1.75,181.35,4859.808,1,0,0,4,181.35,0,29,29,32119 199th Ave SE Kent WA 98042 USA,47.3133034,-122.0782235,5,0.037316289,1373
695,3,2.5,222.27,423.615,2,0,0,3,222.27,0,8,8,1118 235th Pl NE Sammamish WA 98074 USA,47.6198576,-122.0250373,5,0.524698134,1374
246.5,3,1.5,118.11,1078.8,1,0,0,4,118.11,0,50,50,10804 SE 218th St Kent WA 98031 USA,47.4074635,-122.195981,5,0.109482759,1375
230,2,1,88.35,703.08,1,0,0,3,88.35,0,56,10,17018 124th Ave SE Renton WA 98058 USA,47.4499291,-122.1761061,5,0.125661376,1376
820,4,2.25,212.04,619.38,1.5,0,2,3,182.28,29.76,74,30,811 W Bertona St Seattle WA 98119 USA,47.6503016,-122.3679672,5,0.342342342,1377
436.5,2,1,117.18,465,1,0,0,3,96.72,20.46,63,20,3028 NW 68th St Seattle WA 98117 USA,47.6781827,-122.3969726,5,0.252,1378
672,3,2.5,243.66,2007.591,2,0,0,3,243.66,0,22,22,3249 E Ames Lake Dr NE Redmond WA 98053 USA,47.6389156,-121.9586672,5,0.121369343,1379
680,3,2.25,216.69,372,1.5,0,2,5,141.36,75.33,87,87,6032 35th Ave NE Seattle WA 98115 USA,47.6731601,-122.2899777,5,0.5825,1380
750.5,5,3,201.81,226.92,1.5,0,0,4,134.85,66.96,103,48,1006 NE Ravenna Blvd Seattle WA 98105 USA,47.6723317,-122.3169806,5,0.889344262,1381
550,5,2,227.85,882.384,1,0,0,4,115.32,112.53,114,59,10515 Ashworth Ave N Seattle WA 98133 USA,47.7055815,-122.3396407,5,0.258220911,1382
266.5,4,1.75,174.84,709.776,1,0,0,4,109.74,65.1,36,14,32740-32998 30th Ave SW Federal Way WA 98023 USA,47.3086872,-122.3716779,5,0.246331237,1383
619,4,2,213.9,316.2,1.5,0,0,5,144.15,69.75,99,99,308 NW 67th St Seattle WA 98117 USA,47.6779119,-122.3608994,5,0.676470588,1384
405,3,2,115.32,1339.572,1,0,0,3,115.32,0,26,14,6019 210th Ave NE Redmond WA 98053 USA,47.6613609,-122.0600192,5,0.086087198,1385
300,2,1,76.26,357.492,1,0,0,4,76.26,0,98,98,723 N 105th St Seattle WA 98133 USA,47.704893,-122.3490594,5,0.213319459,1386
231,4,2,142.29,592.875,2,0,0,3,142.29,0,72,31,14904 133rd Ave SE Renton WA 98058 USA,47.4692784,-122.1620779,5,0.24,1387
790,5,3.25,269.7,1130.88,1,0,0,4,175.77,93.93,47,47,465 129th Pl NE Bellevue WA 98005 USA,47.6153834,-122.1680101,5,0.238486842,1388
400,4,2.75,115.32,359.631,1,0,0,3,74.4,40.92,27,14,12001 Bartlett Ave NE Seattle WA 98125 USA,47.7156808,-122.2843109,5,0.320662012,1389
950,4,3.5,385.02,1245.456,2,0,0,3,385.02,0,14,14,8507 146th Pl SE Newcastle WA 98059 USA,47.5260794,-122.1443037,5,0.309139785,1390
450,4,2,208.32,718.425,1,0,0,5,104.16,104.16,58,58,2503 SW Portland Ct Seattle WA 98106 USA,47.5331044,-122.3649704,5,0.289967638,1391
595,3,2,137.64,465,1,0,0,4,69.75,67.89,86,86,7728 11th Ave NW Seattle WA 98117 USA,47.6859448,-122.370124,5,0.296,1392
332,3,2.25,211.11,825.468,1,0,0,3,128.34,82.77,37,10,3109 SE 17th Ct Renton WA 98058 USA,47.4653011,-122.1761326,5,0.255745831,1393
400,5,2,179.49,906.471,1,0,0,4,94.86,84.63,52,52,20210 78th Pl NE Kenmore WA 98028 USA,47.7743561,-122.2349575,5,0.198009644,1394
349,4,1.75,158.1,725.4,1,0,0,5,104.16,53.94,33,33,4518 SE 4th St Renton WA 98059 USA,47.4800025,-122.158063,5,0.217948718,1395
