price(1000$),bedrooms,bathrooms,sqm_living,sqm_lot,floors,waterfront,view,condition,sqm_above,sqm_basement,yr_built,yr_renovated,Address,Latitude,Longitude,Month,living_ratio
467.0,3.0,1.0,154.38,612.126,1.0,0,0,5,93.0,61.38,68,68,12033 Dayton Ave N Seattle WA 98133 USA,47.7169275,-122.3531842,5,0.2522029778182923
512.5,3.0,2.5,171.12,267.375,2.0,0,0,4,171.12,0.0,17,17,4530 48th Ave SW Seattle WA 98116 USA,47.56204109999999,-122.3930702,5,0.64
575.0,4.0,2.5,280.86,1656.33,1.0,0,0,3,148.8,132.06,35,0,4527-4553 NE 201st Pl Lake Forest Park WA 98155 USA,47.7738065,-122.2800805,5,0.16956765861875353
465.0,3.0,1.75,131.13,640.398,1.0,0,0,3,131.13,0.0,90,1,12215 Dayton Ave N Seattle WA 98133 USA,47.7183219,-122.3532532,5,0.20476328783038047
270.0,3.0,1.0,93.92999999999999,884.802,1.0,0,0,3,93.92999999999999,0.0,45,4,17620 SE 121st Pl Renton WA 98059 USA,47.4936381,-122.1050852,5,0.10615934412444818
340.0,3.0,1.75,182.28,756.648,1.0,0,0,3,91.14,91.14,66,20,2419 SW Barton St Seattle WA 98106 USA,47.52083589999999,-122.3640195,5,0.24090462143559488
765.0,5.0,3.75,332.94,1327.575,2.0,0,0,3,296.67,36.27,15,15,170 Mt Quay Dr NW Issaquah WA 98027 USA,47.53227099999999,-122.0559373,5,0.2507880910683012
497.0,4.0,2.5,208.32,669.6,2.0,0,0,3,208.32,0.0,19,19,4417 47th Ave S Seattle WA 98118 USA,47.563586,-122.2747584,5,0.3111111111111111
803.1,4.0,2.5,307.83,502.572,2.0,0,0,3,307.83,0.0,10,11,19107 NE 64th Way Redmond WA 98052 USA,47.6634612,-122.0830412,5,0.6125092524056255
828.95,4.0,3.5,365.49,528.24,2.0,0,1,3,262.26,103.23,1,91,19601-19853 Newport Way NW Issaquah WA 98027 USA,47.553633,-122.076788,5,0.6919014084507042
386.38,3.0,2.5,159.96,334.8,2.0,0,0,3,159.96,0.0,4,4,9881 244th Pl NE Redmond WA 98053 USA,47.68560859999999,-122.0130891,5,0.4777777777777778
720.0,3.0,2.5,292.95,14097.684,2.0,0,0,3,292.95,0.0,7,7,31215 SE 40th St Fall City WA 98024 USA,47.5725815,-121.9257945,5,0.020780008971686414
914.5,4.0,2.5,367.35,1009.608,3.0,0,0,3,367.35,0.0,1,91,25707 SE 30th St Sammamish WA 98075 USA,47.5820618,-121.9963738,5,0.3638540899042005
819.995,5.0,2.75,281.79,961.155,2.0,0,0,3,281.79,0.0,1,91,8024 117th Pl SE Newcastle WA 98056 USA,47.5305074,-122.1844135,5,0.29317851959361396
252.7,2.0,1.5,99.51,896.799,1.0,0,0,3,99.51,0.0,29,29,13105 SE 277th Pl Kent WA 98030 USA,47.3533294,-122.1662035,5,0.11096131909156902
437.5,3.0,2.5,215.76,3426.771,2.0,0,2,3,215.76,0.0,22,22,12711 470th Ave SE North Bend WA 98045 USA,47.48376409999999,-121.7138054,5,0.06296306347870925
350.0,1.0,1.0,65.1,474.3,1.0,0,0,3,65.1,0.0,72,15,6849 26th Ave NE Seattle WA 98115 USA,47.6789892,-122.2998832,5,0.1372549019607843
619.0,3.0,2.5,252.96,598.827,2.0,0,0,3,252.96,0.0,9,9,6516 Denny Peak Dr SE Snoqualmie WA 98065 USA,47.5422107,-121.8600897,5,0.4224258425221308
408.2,3.0,2.5,167.4,535.773,2.0,0,0,4,167.4,0.0,24,24,8124 24th Ave SW Seattle WA 98106 USA,47.5292846,-122.3628498,5,0.3124457559451484
451.0,3.0,1.75,145.08,376.557,1.5,0,2,3,93.0,52.08,88,11,4042 34th Ave SW Seattle WA 98126 USA,47.566608,-122.3750886,5,0.3852803161274389
317.0,3.0,2.0,163.68,1061.1299999999999,1.0,0,0,5,98.58,65.1,37,37,16703 133rd Pl SE Renton WA 98058 USA,47.45282779999999,-122.1627399,5,0.154250657318142
799.0,4.0,3.25,290.16,465.0,2.0,0,0,3,220.41,69.75,9,9,2561 NE 85th St Seattle WA 98115 USA,47.6900677,-122.2989005,5,0.624
720.0,2.0,1.0,187.85999999999999,669.6,1.0,0,3,4,158.1,29.759999999999998,67,26,10835 41st Ave SW Seattle WA 98146 USA,47.5060148,-122.3840197,5,0.2805555555555555
490.0,3.0,2.0,134.85,223.2,1.5,0,0,3,134.85,0.0,114,11,1746 NW 60th St Seattle WA 98107 USA,47.6725722,-122.3809667,5,0.6041666666666666
239.9,4.0,2.25,172.98,651.0,1.0,0,0,3,104.16,68.82,35,0,401 SW 322nd St Federal Way WA 98023 USA,47.3127497,-122.3390794,5,0.2657142857142857
446.0,4.0,2.25,211.10999999999999,725.4,1.0,0,0,3,119.97,91.14,37,10,11123 NE 141st Pl Kirkland WA 98034 USA,47.7278989,-122.1922084,5,0.291025641025641
275.0,3.0,2.5,137.64,1454.427,2.0,0,0,3,137.64,0.0,27,14,44402 SE 142nd Pl North Bend WA 98045 USA,47.472255,-121.7462018,5,0.09463520685465822
239.95,5.0,1.0,135.78,560.976,2.0,0,0,4,135.78,0.0,73,16,13012 41st Ave S Tukwila WA 98168 USA,47.4869399,-122.2822161,5,0.24204244031830238
248.0,4.0,3.5,172.05,606.2669999999999,2.0,0,0,3,105.09,66.96,28,28,1501-1515 SW 327th St Federal Way WA 98023 USA,47.3088933,-122.3538946,5,0.2837858567264918
619.5,3.0,2.5,201.81,465.0,2.0,0,0,3,201.81,0.0,11,11,1778 26th Ave NE Issaquah WA 98029 USA,47.5457486,-121.9963651,5,0.434
363.75,3.0,1.75,160.518,18351.318,2.0,0,0,4,160.518,0.0,32,3,28507 Vashon Hwy SW Vashon WA 98070 USA,47.3483822,-122.5052552,5,0.008746946677072459
385.0,3.0,1.75,109.74,980.313,1.0,0,0,4,87.42,22.32,33,33,23013 NE 28th St Sammamish WA 98074 USA,47.6348573,-122.0321569,5,0.11194383834550801
370.0,4.0,1.5,127.41,926.001,1.0,0,0,3,83.7,43.71,42,12,12054 NE 137th Ct Kirkland WA 98034 USA,47.7237231,-122.1807765,5,0.13759164406949884
425.0,3.0,2.5,248.31,1229.274,1.0,0,0,4,248.31,0.0,26,26,26010 141st Ave SE Kent WA 98042 USA,47.36841769999999,-122.1532181,5,0.20199727644121654
342.0,3.0,1.0,117.17999999999999,634.818,1.0,0,0,3,66.96,50.22,70,70,14040 24th Ave NE Seattle WA 98125 USA,47.7310867,-122.3027862,5,0.18458833870495164
345.0,4.0,1.0,184.14,743.163,1.5,0,0,3,184.14,0.0,52,11,12652 SE 160th St Renton WA 98058 USA,47.4603252,-122.1703729,5,0.24777875109498182
724.8,3.0,2.0,190.65,365.769,1.0,0,0,3,109.74,80.91,88,13,2610 E Montlake Pl E Seattle WA 98112 USA,47.6435685,-122.3031485,5,0.5212306127637936
725.0,5.0,2.75,263.19,493.83,2.0,0,0,3,263.19,0.0,8,8,11931 179th Pl NE Redmond WA 98052 USA,47.7074151,-122.1010069,5,0.5329566854990584
605.0,2.0,1.0,84.63,334.8,1.0,0,0,4,84.63,0.0,105,25,1617-1621 3rd Ave W Seattle WA 98119 USA,47.6340894,-122.3613638,5,0.25277777777777777
350.0,4.0,2.5,226.92,372.0,2.0,0,0,3,226.92,0.0,5,5,24246 229th Ave SE Maple Valley WA 98038 USA,47.3841075,-122.0360019,5,0.61
785.0,3.0,2.0,202.74,505.92,1.0,0,0,5,102.3,100.44,110,110,4111 Woodland Park Ave N Seattle WA 98103 USA,47.6570076,-122.3449403,5,0.4007352941176471
250.0,3.0,2.0,176.7,619.38,1.0,0,0,5,88.35,88.35,48,48,27022 216th Ave SE Maple Valley WA 98038 USA,47.3594505,-122.054168,5,0.2852852852852853
875.0,3.0,2.0,206.46,617.6129999999999,1.0,0,2,4,113.46,93.0,67,26,2559 24th Ave W Seattle WA 98199 USA,47.642617,-122.3879656,5,0.3342870049691312
862.5,4.0,2.75,305.04,2272.92,2.0,0,0,3,305.04,0.0,18,18,12040 201st Pl NE Woodinville WA 98077 USA,47.7072539,-122.0701051,5,0.1342062193126023
400.0,3.0,2.5,254.82,7737.507,2.0,0,4,3,254.82,0.0,41,1,27200-27218 52nd Ave S Kent WA 98032 USA,47.3574641,-122.2668557,5,0.03293308813807858
282.613,2.0,1.0,77.19,559.581,1.0,0,0,4,77.19,0.0,60,35,16221 Bagley Pl N Shoreline WA 98133 USA,47.7465506,-122.3339661,5,0.13794249626059496
306.5,3.0,2.25,191.58,3569.061,1.0,0,0,4,145.08,46.5,36,14,36415 12th Pl S Federal Way WA 98003 USA,47.2748521,-122.319172,5,0.053677984209292026
445.0,3.0,2.25,185.07,682.62,2.0,0,0,3,185.07,0.0,30,30,17849 149th Ave NE Woodinville WA 98072 USA,47.75790720000001,-122.1409931,5,0.27111716621253407
433.0,4.0,2.5,212.04,703.824,2.0,0,0,4,212.04,0.0,13,13,2207 Kennewick Pl NE Renton WA 98056 USA,47.5114867,-122.1940185,5,0.3012684989429176
306.0,3.0,2.5,173.91,546.282,2.0,0,0,3,173.91,0.0,9,9,22610 133rd Pl SE Kent WA 98042 USA,47.3991786,-122.1627724,5,0.3183520599250936
620.0,3.0,2.25,159.96,372.0,1.5,0,0,4,134.85,25.11,93,93,5255 39th Ave NE Seattle WA 98105 USA,47.6682809,-122.2860104,5,0.43000000000000005
245.0,2.0,1.0,80.91,571.95,1.0,0,0,3,80.91,0.0,73,20,8627 9th Ave SW Seattle WA 98106 USA,47.5256277,-122.3470385,5,0.14146341463414633
523.0,3.0,1.5,117.17999999999999,291.555,1.5,0,0,3,117.17999999999999,0.0,83,83,3200 44th Ave SW Seattle WA 98116 USA,47.5754769,-122.3877915,5,0.4019138755980861
522.5,3.0,2.5,220.41,732.375,2.0,0,0,3,220.41,0.0,11,11,6504 E Crest View Loop SE Snoqualmie WA 98065 USA,47.5426271,-121.8627367,5,0.30095238095238097
375.0,3.0,1.5,102.3,162.843,2.0,0,0,3,87.42,14.879999999999999,7,7,2001 S Norman St Seattle WA 98144 USA,47.5927423,-122.3059105,5,0.6282124500285551
249.0,3.0,2.25,133.92,713.5889999999999,1.0,0,0,3,87.42,46.5,32,32,22119 123rd Ave SE Kent WA 98031 USA,47.4033553,-122.1779841,5,0.1876710543464095
730.1,4.0,2.5,290.16,1329.9,2.0,0,0,3,290.16,0.0,11,11,120 Mt Si Pl NW Issaquah WA 98027 USA,47.5318399,-122.0549801,5,0.2181818181818182
551.0,2.0,2.0,210.18,893.172,1.0,0,0,3,210.18,0.0,24,5,9930 NE 197th St Bothell WA 98011 USA,47.7717432,-122.2079034,5,0.2353186172428155
375.0,4.0,2.5,259.46999999999997,739.908,2.0,0,0,3,259.46999999999997,0.0,9,9,26004 18th Ave S Des Moines WA 98198 USA,47.3680312,-122.3101551,5,0.3506787330316742
540.0,1.0,1.0,106.02,623.1,1.5,0,0,3,106.02,0.0,94,35,9055 Palatine Ave N Seattle WA 98103 USA,47.6958741,-122.3570351,5,0.17014925373134326
605.0,3.0,2.25,119.97,232.5,2.0,0,0,4,119.97,0.0,27,27,411 27th Ave E Seattle WA 98112 USA,47.6230026,-122.2980179,5,0.516
205.0,5.0,1.75,160.89,483.6,1.0,0,0,4,97.65,63.24,36,14,26607 190th Ave SE Covington WA 98042 USA,47.3627294,-122.0887242,5,0.3326923076923077
645.0,4.0,2.5,293.88,1058.34,2.0,0,0,3,293.88,0.0,31,5,2504 225th Pl NE Sammamish WA 98074 USA,47.6319205,-122.03879,5,0.27768014059753954
314.0,4.0,2.5,217.62,836.07,2.0,0,0,3,217.62,0.0,11,11,24925 234th Pl SE Maple Valley WA 98038 USA,47.3781799,-122.0296727,5,0.26028921023359286
330.0,3.0,1.5,108.81,460.35,1.0,0,0,4,108.81,0.0,54,13,15421 SE 4th Pl Bellevue WA 98007 USA,47.6055825,-122.1353921,5,0.23636363636363636
490.0,2.0,1.0,107.88,465.0,1.0,0,0,4,107.88,0.0,77,77,7752 33rd Ave NW Seattle WA 98117 USA,47.68648470000001,-122.3991144,5,0.23199999999999998
445.0,3.0,3.0,183.21,2261.574,1.0,0,0,3,183.21,0.0,4,4,18819 71st Ave NE Kenmore WA 98028 USA,47.7650775,-122.2458892,5,0.08100995147627273
2000.0,5.0,4.25,603.57,1010.1659999999999,2.0,0,3,4,366.42,237.15,23,23,4080 E Mercer Way Mercer Island WA 98040 USA,47.5727682,-122.2050169,5,0.5974958571165532
480.0,4.0,2.5,225.99,465.0,2.0,0,0,3,225.99,0.0,5,5,35019 SE Terrace St Snoqualmie WA 98065 USA,47.5150538,-121.8729701,5,0.48600000000000004
804.995,5.0,1.5,312.48,502.386,2.0,0,0,3,312.48,0.0,0,0,21481 SE 2nd Pl Sammamish WA 98074 USA,47.6065993,-122.0526259,5,0.6219918548685672
341.0,3.0,2.5,137.64,154.659,2.0,0,0,3,109.74,27.9,2,102,6510 34th Ave SW Seattle WA 98126 USA,47.5442605,-122.3748735,5,0.8899579073962718
675.0,5.0,2.5,297.6,600.3149999999999,2.0,0,0,3,297.6,0.0,5,5,6227-6299 Whitaker Ln SE Snoqualmie WA 98065 USA,47.5446244,-121.8623176,5,0.495739736638265
611.0,3.0,2.5,198.462,184.512,2.5,0,0,3,198.462,0.0,6,6,373 NE Eagle Way Issaquah WA 98029 USA,47.5402324,-122.0269611,5,1.0756048387096773
379.95,3.0,3.25,172.98,166.191,3.0,0,0,3,172.98,0.0,7,7,17510 12th Ave NE Shoreline WA 98155 USA,47.75634660000001,-122.3159393,5,1.0408505875769445
1270.0,4.0,3.0,513.36,773.109,2.0,0,3,3,332.01,181.35,6,6,4468 158th Ave SE Bellevue WA 98006 USA,47.5654873,-122.1290353,5,0.6640202093107181
410.0,3.0,2.0,158.1,395.25,1.0,0,0,3,82.77,75.33,70,70,2204 W Emerson St Seattle WA 98199 USA,47.6541755,-122.3851581,5,0.39999999999999997
415.0,3.0,2.5,230.64,775.806,2.0,0,0,3,230.64,0.0,28,28,18303 155th Pl SE Renton WA 98058 USA,47.4380581,-122.1340996,5,0.29729081754974823
297.0,5.0,2.5,183.21,800.265,2.0,0,0,4,183.21,0.0,20,20,419 Wetherbee Ln Enumclaw WA 98022 USA,47.1944474,-122.0129344,5,0.22893666472980825
575.55,4.0,2.5,191.58,695.175,1.0,0,0,3,133.92,57.66,29,29,14117 175th Ave NE Redmond WA 98052 USA,47.7272155,-122.104943,5,0.2755852842809365
534.64,3.0,2.5,198.09,325.5,1.0,0,0,4,112.53,85.56,20,20,13440 NE 148th St Woodinville WA 98072 USA,47.7357837,-122.1588075,5,0.6085714285714285
352.5,3.0,2.25,131.13,1312.23,1.0,0,2,3,108.81,22.32,27,14,7426 N Fork Rd SE Snoqualmie WA 98065 USA,47.5338265,-121.7602502,5,0.09992912827781715
488.0,2.0,2.0,126.48,435.984,1.0,0,0,3,72.54,53.94,70,70,8023 12th Ave NE Seattle WA 98115 USA,47.6874228,-122.3152709,5,0.29010238907849834
732.0,3.0,2.0,180.42,5185.308,1.0,0,0,5,180.42,0.0,60,60,2049 144th Ave SE Bellevue WA 98007 USA,47.59130210000001,-122.149204,5,0.03479446158260994
215.0,2.0,2.25,149.73,189.72,2.0,0,0,4,149.73,0.0,35,35,2906 Kennewick Pl NE Renton WA 98056 USA,47.5180315,-122.1939765,5,0.7892156862745098
592.5,2.0,2.0,132.06,854.763,1.5,0,2,5,132.06,0.0,86,44,800 NE 95th St Seattle WA 98115 USA,47.6978777,-122.3201855,5,0.1544989663801545
290.0,4.0,2.5,158.1,677.04,2.0,0,0,4,158.1,0.0,26,26,22020 127th Ct SE Kent WA 98031 USA,47.4044448,-122.1709754,5,0.23351648351648352
475.0,2.0,1.0,138.57,355.725,1.0,0,0,3,79.98,58.589999999999996,85,85,7008 19th Ave NW Seattle WA 98117 USA,47.6798699,-122.3807936,5,0.38954248366013067
320.0,3.0,2.5,249.24,721.401,2.0,0,0,3,249.24,0.0,24,5,833 SW 346th St Federal Way WA 98023 USA,47.29174829999999,-122.3460386,5,0.3454943921619183
1216.0,4.0,2.5,296.67,807.612,1.0,0,3,5,156.24,140.43,47,47,4625 Somerset Dr SE Bellevue WA 98006 USA,47.5620768,-122.1619631,5,0.36734223859972365
290.0,5.0,1.5,197.16,716.1,1.5,0,0,5,197.16,0.0,52,52,12611 SE 160th St Renton WA 98058 USA,47.4598932,-122.1720283,5,0.2753246753246753
487.25,4.0,2.0,157.17,302.25,1.5,0,0,3,144.15,13.02,113,113,4800-4898 Whitman Ave N Seattle WA 98103 USA,47.66394529999999,-122.3460866,5,0.5199999999999999
339.0,4.0,2.5,170.19,799.893,2.0,0,0,3,170.19,0.0,11,11,27305 245th Ave SE Maple Valley WA 98038 USA,47.3576298,-122.0159697,5,0.2127659574468085
440.0,2.0,1.5,93.92999999999999,183.024,1.5,0,0,5,93.92999999999999,0.0,108,108,6411 22nd Ave NW Seattle WA 98107 USA,47.67567460000001,-122.3849934,5,0.5132113821138211
366.5,4.0,2.75,192.51,864.9,1.0,0,0,5,104.16,88.35,69,69,15511 9th Ave NE Shoreline WA 98155 USA,47.741622,-122.3198907,5,0.2225806451612903
462.0,3.0,1.5,159.03,418.5,1.5,0,0,3,131.13,27.9,86,60,5151 S Othello St Seattle WA 98118 USA,47.5367723,-122.2680269,5,0.38
560.0,4.0,1.0,154.38,436.17,1.5,0,0,3,117.17999999999999,37.2,69,4,7353 16th Ave NW Seattle WA 98117 USA,47.68287609999999,-122.3781183,5,0.35394456289978676
285.0,4.0,1.75,193.44,1267.497,1.0,0,0,4,96.72,96.72,59,5,8024 S 130th St Seattle WA 98178 USA,47.4866059,-122.2318205,5,0.1526157458360848
280.0,3.0,2.5,118.11,899.775,2.0,0,0,3,118.11,0.0,21,21,44633 SE 151st St North Bend WA 98045 USA,47.463869,-121.744074,5,0.13126614987080104
210.0,3.0,1.0,100.44,1956.999,1.0,0,0,3,100.44,0.0,72,15,5612 18th Ave SW Seattle WA 98106 USA,47.5515485,-122.356831,5,0.051323480492325234
690.0,3.0,2.0,149.73,474.3,1.5,0,0,5,149.73,0.0,74,74,7341 20th Ave NE Seattle WA 98115 USA,47.6825116,-122.3069736,5,0.3156862745098039
256.5,2.0,1.0,104.16,921.816,1.0,0,0,4,104.16,0.0,34,34,7615 SW 257th St Vashon WA 98070 USA,47.3735081,-122.4299085,5,0.11299435028248586
411.0,4.0,2.75,232.5,488.901,2.0,0,0,3,232.5,0.0,48,51,8309 36th Ave S Seattle WA 98118 USA,47.5292773,-122.2869285,5,0.4755564009891573
215.0,3.0,1.0,90.21,676.575,1.0,0,0,4,90.21,0.0,44,44,11428 SE 225th St Kent WA 98031 USA,47.40061799999999,-122.1882081,5,0.1333333333333333
762.0,5.0,2.0,313.41,465.0,1.5,0,0,4,199.02,114.39,107,107,365 Crockett St Seattle WA 98109 USA,47.6372727,-122.3500495,5,0.674
359.95,3.0,1.0,119.97,17622.198,1.0,0,0,4,119.97,0.0,54,13,29701-29727 138th Ave SE Auburn WA 98092 USA,47.3347679,-122.1560632,5,0.006807890820430005
1405.0,4.0,3.5,317.13,1001.5169999999999,2.0,0,0,3,317.13,0.0,6,6,10635 SE 2nd St Bellevue WA 98004 USA,47.6081027,-122.1980687,5,0.3166496424923391
390.0,4.0,2.5,231.57,770.97,2.0,0,0,3,231.57,0.0,15,15,30271 129th Ave SE Auburn WA 98092 USA,47.33043259999999,-122.1708602,5,0.30036188178528345
413.5,2.0,1.0,71.61,372.0,1.0,0,0,5,71.61,0.0,90,58,615 NW 92nd St Seattle WA 98117 USA,47.6958284,-122.3641669,5,0.1925
285.0,1.0,1.5,75.33,298.623,2.0,0,0,4,75.33,0.0,32,3,11807 NE 105th Ct Kirkland WA 98033 USA,47.6938786,-122.1840796,5,0.25225786359389596
475.0,4.0,2.5,284.58,933.999,1.0,0,0,4,158.1,126.48,46,46,15024 Wallingford Ave N Shoreline WA 98133 USA,47.7384014,-122.3368479,5,0.3046898337150254
386.591,3.0,2.5,157.17,150.009,2.0,0,0,3,106.95,50.22,0,0,2500 Mulberry Walk NE Issaquah WA 98029 USA,47.5517761,-121.9979687,5,1.0477371357718537
524.95,3.0,1.75,175.77,355.725,1.0,0,0,3,119.97,55.8,40,40,7360 19th Ave NW Seattle WA 98117 USA,47.68306339999999,-122.3807083,5,0.49411764705882355
241.0,2.0,2.0,136.71,290.904,2.0,0,0,3,136.71,0.0,9,9,24023 SE 282nd St Maple Valley WA 98038 USA,47.3489446,-122.0210501,5,0.46994884910485935
461.0,2.0,1.0,98.58,668.949,1.0,0,0,3,98.58,0.0,88,11,11053 Greenwood Ave N Seattle WA 98133 USA,47.7101883,-122.3559135,5,0.14736549423050188
810.0,4.0,2.5,323.64,5509.506,2.0,0,0,3,323.64,0.0,26,14,17822 NE 154th St Woodinville WA 98072 USA,47.73890670000001,-122.1018718,5,0.058742108639141144
885.0,4.0,2.75,253.89,331.08,1.5,0,0,3,144.15,109.74,93,7,6211 Ravenna Ave NE Seattle WA 98115 USA,47.6737224,-122.304124,5,0.7668539325842697
247.0,3.0,2.25,146.94,738.513,2.0,0,0,4,146.94,0.0,28,28,1714 SW 354th Pl Federal Way WA 98023 USA,47.2843375,-122.356984,5,0.1989673844603954
296.5,3.0,2.75,201.81,734.7,1.0,0,0,4,128.34,73.47,36,14,26715 Stanford Ct Kent WA 98032 USA,47.3617827,-122.2771167,5,0.27468354430379743
333.0,4.0,2.0,146.94,725.4,2.0,0,0,2,146.94,0.0,108,108,2023 24th Ave S Seattle WA 98144 USA,47.5847407,-122.30197,5,0.20256410256410257
602.0,5.0,1.75,305.96999999999997,1106.7,1.5,0,0,3,305.96999999999997,0.0,41,1,6305 150th Ave NE Redmond WA 98052 USA,47.6626293,-122.1409613,5,0.2764705882352941
565.0,4.0,2.25,196.23,994.914,2.0,0,0,4,196.23,0.0,35,35,4621 193rd Pl SE Issaquah WA 98027 USA,47.5613928,-122.0819941,5,0.1972331276874182
373.0,3.0,2.5,155.31,331.545,2.0,0,0,3,155.31,0.0,15,15,18581 134th Pl NE Woodinville WA 98072 USA,47.7624326,-122.1610771,5,0.4684431977559607
588.0,3.0,2.25,188.79,683.55,1.0,0,0,4,110.67,78.12,37,37,10510 160th Ave NE Redmond WA 98052 USA,47.6942374,-122.1260542,5,0.2761904761904762
485.0,3.0,1.0,139.5,381.3,1.5,0,0,3,127.41,12.09,88,11,816 NW Market St Seattle WA 98107 USA,47.6689245,-122.3670875,5,0.36585365853658536
251.2,4.0,1.5,121.83,767.25,1.0,0,0,3,98.58,23.25,61,61,240 S 198th St Des Moines WA 98148 USA,47.4249874,-122.3320399,5,0.15878787878787878
869.0,5.0,3.25,388.74,4577.646,2.0,0,0,4,267.84,120.9,35,35,18524 SE 60th St Issaquah WA 98027 USA,47.5487967,-122.092667,5,0.08492137662021049
464.0,3.0,1.75,151.59,2659.8,1.0,0,0,3,151.59,0.0,47,3,14926 NE 202nd St Woodinville WA 98072 USA,47.7742338,-122.1397524,5,0.05699300699300699
755.0,4.0,2.5,247.38,972.036,2.0,0,0,3,247.38,0.0,21,21,10805 177th Ct NE Redmond WA 98052 USA,47.6971973,-122.1041106,5,0.2544967470340605
280.0,3.0,2.5,159.96,178.188,2.0,0,0,3,159.96,0.0,9,9,454 A St Renton WA 98056 USA,47.4897147,-122.1661983,5,0.897703549060543
305.0,3.0,1.75,149.73,1138.971,1.0,0,0,3,149.73,0.0,33,1,16215 SE 172nd Ct Renton WA 98058 USA,47.4476561,-122.1239856,5,0.13146076590185352
850.0,4.0,3.5,245.52,548.7,2.0,0,2,3,245.52,0.0,77,16,6728 40th Ave SW Seattle WA 98136 USA,47.5421153,-122.3828853,5,0.44745762711864406
350.0,3.0,2.25,152.52,669.6,2.0,0,0,4,152.52,0.0,29,29,1755 140th Ct SE Bellevue WA 98007 USA,47.5948023,-122.1531789,5,0.22777777777777777
319.95,4.0,1.75,214.83,748.185,1.0,0,0,4,153.45,61.38,38,22,16336 131st Ave SE Renton WA 98058 USA,47.4567676,-122.1652675,5,0.2871348663766315
700.0,3.0,1.75,186.93,456.165,1.0,0,0,5,114.39,72.54,102,102,901 18th Ave Seattle WA 98122 USA,47.6104948,-122.3092208,5,0.40978593272171254
368.0,2.0,1.5,154.38,435.24,1.0,0,0,5,77.19,77.19,106,106,10010 44th Ave SW Seattle WA 98146 USA,47.51344950000001,-122.3883231,5,0.35470085470085466
433.5,3.0,2.5,204.6,312.48,2.0,0,0,3,204.6,0.0,5,5,6729 37th Ave S Seattle WA 98118 USA,47.54180480000001,-122.2869419,5,0.6547619047619047
611.0,4.0,2.5,228.78,390.6,2.0,0,0,3,228.78,0.0,16,8,23911 SE 6th St Redmond WA 98074 USA,47.6030963,-122.0210775,5,0.5857142857142856
1000.0,2.0,1.75,225.99,2176.2,1.0,0,4,3,225.99,0.0,63,20,18200-18298 13th Ave NW Shoreline WA 98177 USA,47.7611668,-122.3716263,5,0.10384615384615387
307.0,3.0,1.0,127.41,697.5,1.0,0,0,3,127.41,0.0,54,2,4751 Stephens Ave Carnation WA 98014 USA,47.64992090000001,-121.9152215,5,0.18266666666666667
442.5,3.0,1.75,167.4,948.6,1.0,0,0,3,167.4,0.0,47,3,17110-17116 146th Ave SE Renton WA 98058 USA,47.4494728,-122.1455521,5,0.17647058823529413
485.0,3.0,1.75,204.6,716.658,2.0,0,2,3,204.6,0.0,106,26,23902 6th Ave S Des Moines WA 98198 USA,47.3877873,-122.3260443,5,0.2854918245522969
367.0,2.0,1.0,65.1,217.062,1.0,0,0,3,65.1,0.0,69,4,2632 NW North Beach Dr Seattle WA 98117 USA,47.7010124,-122.3900008,5,0.29991431019708653
429.0,3.0,2.5,178.56,1406.532,2.0,0,0,3,178.56,0.0,19,19,714 NE 10th St North Bend WA 98045 USA,47.5016379,-121.7728479,5,0.12695054218460725
446.0,5.0,2.75,203.67,1179.891,1.0,0,0,5,127.41,76.26,36,36,20402 63rd Ave NE Kenmore WA 98028 USA,47.7762243,-122.2574947,5,0.17261764010404348
572.5,3.0,2.25,188.79,910.563,1.0,0,0,4,139.5,49.29,30,30,13322 SE 77th Ct Newcastle WA 98059 USA,47.5339787,-122.1612053,5,0.20733326524359105
477.0,3.0,2.5,125.55,190.929,3.0,0,0,3,125.55,0.0,9,9,2313 NW 65th St Seattle WA 98117 USA,47.6758067,-122.3860351,5,0.6575742815392109
518.0,3.0,2.5,156.24,194.928,2.0,0,0,3,128.34,27.9,6,6,8354 11th Ave NW Seattle WA 98117 USA,47.6903634,-122.3700806,5,0.8015267175572519
462.0,5.0,1.75,116.25,979.29,1.0,0,0,4,116.25,0.0,48,48,4 151st Pl NE Bellevue WA 98007 USA,47.611213,-122.1384967,5,0.11870845204178537
1190.0,4.0,3.0,208.32,558.0,1.5,0,0,4,118.11,90.21,100,69,2009 4th Ave N Seattle WA 98109 USA,47.6368695,-122.3498335,5,0.3733333333333333
530.0,3.0,3.5,215.76,295.182,2.0,0,0,3,191.58,24.18,17,17,12418 NE 100th St Kirkland WA 98033 USA,47.6897331,-122.1750606,5,0.7309388783868934
818.0,2.0,2.5,221.34,871.782,1.0,0,2,3,221.34,0.0,3,3,12449 240th Pl NE Redmond WA 98053 USA,47.709263,-122.01905,5,0.2538937486665244
298.45,5.0,3.0,195.3,906.936,1.0,0,0,3,111.6,83.7,7,7,29801-29829 23rd Avenue South Federal Way WA 98003 USA,47.3349949,-122.3039276,5,0.21534044298605415
575.0,4.0,2.5,232.5,459.885,2.0,0,0,3,232.5,0.0,1,91,34115 SE Ash St Snoqualmie WA 98065 USA,47.51910280000001,-121.8855942,5,0.5055611729019212
