date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,Address,Latitude,Longitude,Year,Month
2014-05-20,194000,1.0,1.0,820,1060,1.0,0,0,3,760,60,2007,0,6017-6199 31st Ave SW,Seattle,WA 98126,USA,6017-6199 31st Ave SW Seattle WA 98126 USA,47.5479595,-122.3720573,2014,5
2014-05-20,507500,3.0,2.0,2020,8118,1.0,0,0,3,1020,1000,1963,2008,16630 SE 26th St,Bellevue,WA 98008,USA,16630 SE 26th St Bellevue WA 98008 USA,47.5865607,-122.1180488,2014,5
2014-05-20,325000,4.0,2.25,1870,9680,1.0,0,0,4,1170,700,1959,0,12813 81st Ave NE,Kirkland,WA 98034,USA,12813 81st Ave NE Kirkland WA 98034 USA,47.71570800000001,-122.2338193,2014,5
2014-05-20,329900,3.0,2.5,2170,4905,2.0,0,0,3,2170,0,2004,2003,22639 SE 280th Pl,Maple Valley,WA 98038,USA,22639 SE 280th Pl Maple Valley WA 98038 USA,47.3502777,-122.0391308,2014,5
2014-05-20,329000,4.0,2.5,1600,6765,1.0,0,0,3,830,770,1947,2011,6048 26th Ave SW,Seattle,WA 98106,USA,6048 26th Ave SW Seattle WA 98106 USA,47.5468889,-122.3653285,2014,5
2014-05-20,494000,4.0,1.75,2090,4300,1.5,0,0,4,1250,840,1925,1968,5011 SW Dawson St,Seattle,WA 98136,USA,5011 SW Dawson St Seattle WA 98136 USA,47.55550239999999,-122.3969729,2014,5
2014-05-20,206000,4.0,2.0,1700,6025,1.0,0,0,3,1700,0,1978,0,606 5th St SE,Auburn,WA 98002,USA,606 5th St SE Auburn WA 98002 USA,47.3029454,-122.2209336,2014,5
2014-05-20,423000,4.0,1.75,1940,6909,1.0,0,0,4,970,970,1941,1998,11207 Evanston Ave N,Seattle,WA 98133,USA,11207 Evanston Ave N Seattle WA 98133 USA,47.7108345,-122.3518256,2014,5
2014-05-20,259000,3.0,1.0,1320,8625,1.0,0,0,4,1320,0,1957,2001,2931 NE 5th Pl,Renton,WA 98056,USA,2931 NE 5th Pl Renton WA 98056 USA,47.49025109999999,-122.1791305,2014,5
2014-05-20,879950,4.0,2.25,3500,13875,1.0,0,4,4,1830,1670,1938,0,10599 Marine View Dr SW,Seattle,WA 98146,USA,10599 Marine View Dr SW Seattle WA 98146 USA,47.50829170000001,-122.3878113,2014,5
2014-05-20,345600,5.0,3.5,2800,5120,2.5,0,0,3,2800,0,1903,2005,352 17th Ave,Seattle,WA 98122,USA,352 17th Ave Seattle WA 98122 USA,47.6058633,-122.3099016,2014,5
2014-05-20,395000,3.0,1.5,1080,2940,1.5,0,0,4,1080,0,1920,0,7505 Ravenna Ave NE,Seattle,WA 98115,USA,7505 Ravenna Ave NE Seattle WA 98115 USA,47.6832444,-122.3042618,2014,5
2014-05-20,625000,4.0,2.5,3550,8048,2.0,0,0,3,3550,0,2007,0,6519 Sword Fern Ave SE,Snoqualmie,WA 98065,USA,6519 Sword Fern Ave SE Snoqualmie WA 98065 USA,47.542239,-121.8882312,2014,5
2014-05-20,439000,3.0,2.0,2010,251341,2.0,0,0,3,1510,500,2003,0,16103 Kelly Rd NE,Duvall,WA 98019,USA,16103 Kelly Rd NE Duvall WA 98019 USA,47.74160999999999,-121.909989,2014,5
2014-05-20,380000,3.0,1.75,1690,1468,2.0,0,0,3,1380,310,2008,0,4355 Jill Pl S,Seattle,WA 98108,USA,4355 Jill Pl S Seattle WA 98108 USA,47.563038,-122.2970305,2014,5
2014-05-20,440000,3.0,1.5,1270,1443,3.0,0,0,3,1270,0,2007,0,9608 Roosevelt Way NE,Seattle,WA 98115,USA,9608 Roosevelt Way NE Seattle WA 98115 USA,47.6989066,-122.3171234,2014,5
2014-05-20,415000,3.0,2.25,1970,2377,2.0,0,0,3,1680,290,2008,0,4351 Jill Pl S,Seattle,WA 98108,USA,4351 Jill Pl S Seattle WA 98108 USA,47.5630032,-122.2971498,2014,5
2014-05-20,860000,4.0,2.75,3160,8097,2.0,0,0,3,3160,0,2014,0,13009 NE 74th St,Kirkland,WA 98033,USA,13009 NE 74th St Kirkland WA 98033 USA,47.67096369999999,-122.166099,2014,5
2014-05-20,500000,3.0,2.5,1210,1200,3.0,0,0,3,1210,0,2008,0,3903 Woodland Park Ave N,Seattle,WA 98103,USA,3903 Woodland Park Ave N Seattle WA 98103 USA,47.654262,-122.345086,2014,5
2014-05-20,953007,4.0,3.5,3120,5086,2.0,0,0,3,2480,640,2008,0,6511 37th Ave NE,Seattle,WA 98115,USA,6511 37th Ave NE Seattle WA 98115 USA,47.6762426,-122.2879507,2014,5
2014-05-20,515000,4.0,2.5,2670,8765,2.0,0,0,3,2670,0,2006,0,5407 NE 3rd Pl,Renton,WA 98059,USA,5407 NE 3rd Pl Renton WA 98059 USA,47.487555,-122.1464742,2014,5
2014-05-20,772000,3.0,2.25,1640,1204,3.0,0,0,3,1640,0,2014,0,122 27th Ave E,Seattle,WA 98112,USA,122 27th Ave E Seattle WA 98112 USA,47.6196335,-122.2970991,2014,5
2014-05-20,329995,4.0,2.5,2303,3680,2.0,0,0,3,2303,0,2013,1923,38068 41st Pl S,Auburn,WA 98001,USA,38068 41st Pl S Auburn WA 98001 USA,47.2599211,-122.2825743,2014,5
2014-05-20,409316,3.0,2.5,1800,3168,2.0,0,0,3,1800,0,2014,0,7416 Better Way Loop SE,Snoqualmie,WA 98065,USA,7416 Better Way Loop SE Snoqualmie WA 98065 USA,47.5335474,-121.8381838,2014,5
2014-05-20,490000,5.0,3.5,4460,2975,3.0,0,2,3,3280,1180,2013,1923,1400 10th Ave W,Seattle,WA 98119,USA,1400 10th Ave W Seattle WA 98119 USA,47.6312679,-122.3699247,2014,5
2014-05-20,305000,2.0,2.5,1590,2656,2.0,0,0,3,1220,370,2009,0,5937 Delridge Way SW,Seattle,WA 98106,USA,5937 Delridge Way SW Seattle WA 98106 USA,47.5488107,-122.3636239,2014,5
2014-05-20,785000,4.0,3.5,3070,4684,2.0,0,0,3,2190,880,2009,0,2500-2556 NW Alpine Crest Way,Issaquah,WA 98027,USA,2500-2556 NW Alpine Crest Way Issaquah WA 98027 USA,47.5316482,-122.0750482,2014,5
2014-05-21,240000,2.0,1.75,1330,7200,1.0,0,0,3,1330,0,1993,0,17451 42nd Ln S,SeaTac,WA 98188,USA,17451 42nd Ln S SeaTac WA 98188 USA,47.4466595,-122.2812537,2014,5
2014-05-21,325000,3.0,1.0,990,6750,1.0,0,0,4,990,0,1947,1988,11502 Corliss Ave N,Seattle,WA 98133,USA,11502 Corliss Ave N Seattle WA 98133 USA,47.7124307,-122.3311123,2014,5
2014-05-21,535800,4.0,2.5,1900,5790,2.0,0,0,3,1900,0,1994,0,4136 258th Ave SE,Issaquah,WA 98029,USA,4136 258th Ave SE Issaquah WA 98029 USA,47.56894339999999,-121.9958926,2014,5
2014-05-21,720000,3.0,2.5,2020,1159,3.0,0,3,3,2020,0,2000,0,208 N 45th St,Seattle,WA 98103,USA,208 N 45th St Seattle WA 98103 USA,47.6616895,-122.3560152,2014,5
2014-05-21,374000,3.0,1.75,2000,9416,1.0,0,0,4,2000,0,1961,2001,12401 NE 108th Ln,Kirkland,WA 98033,USA,12401 NE 108th Ln Kirkland WA 98033 USA,47.697066,-122.1750662,2014,5
2014-05-21,189650,2.0,1.75,1100,7600,1.0,0,0,3,1100,0,1980,0,1215 S 211th St,Des Moines,WA 98198,USA,1215 S 211th St Des Moines WA 98198 USA,47.4135764,-122.3181057,2014,5
2014-05-21,420850,1.0,1.0,960,40946,1.0,0,0,5,960,0,1945,0,10815 E Lake Joy Dr NE,Carnation,WA 98014,USA,10815 E Lake Joy Dr NE Carnation WA 98014 USA,47.6951127,-121.8635372,2014,5
2014-05-21,815000,4.0,2.75,3488,9614,2.0,0,0,3,3488,0,1998,2006,321 246th Way SE,Redmond,WA 98074,USA,321 246th Way SE Redmond WA 98074 USA,47.6054762,-122.0127892,2014,5
2014-05-21,1065000,2.0,1.75,1890,9466,2.0,0,0,3,1890,0,1987,2000,130 97th Ave NE,Bellevue,WA 98004,USA,130 97th Ave NE Bellevue WA 98004 USA,47.6143685,-122.2106173,2014,5
2014-05-21,199000,4.0,2.0,2030,8120,2.0,0,0,3,2030,0,1950,2005,11226 57th Ave S,Seattle,WA 98178,USA,11226 57th Ave S Seattle WA 98178 USA,47.4993383,-122.2607155,2014,5
2014-05-21,195000,3.0,1.75,1380,7350,1.0,0,0,3,990,390,1981,2013,18600-18698 SE 259th Pl,Covington,WA 98042,USA,18600-18698 SE 259th Pl Covington WA 98042 USA,47.3692516,-122.0928348,2014,5
2014-05-21,1506000,4.0,3.25,3660,5800,2.5,0,0,3,3360,300,1909,1995,1020 15th Ave E,Seattle,WA 98112,USA,1020 15th Ave E Seattle WA 98112 USA,47.6282574,-122.3121837,2014,5
2014-05-21,288400,3.0,2.25,1870,3230,2.0,0,0,3,1870,0,1997,0,3901 NE 5th Pl,Renton,WA 98056,USA,3901 NE 5th Pl Renton WA 98056 USA,47.4914496,-122.1669884,2014,5
2014-05-21,442000,4.0,2.25,2080,12007,1.0,0,0,4,1220,860,1979,0,1740 216th Pl NE,Sammamish,WA 98074,USA,1740 216th Pl NE Sammamish WA 98074 USA,47.6258809,-122.0506763,2014,5
2014-05-21,619420,4.0,2.75,2450,14803,2.0,0,0,4,2450,0,1988,0,8537 135th Ave SE,Newcastle,WA 98059,USA,8537 135th Ave SE Newcastle WA 98059 USA,47.5260429,-122.1622129,2014,5
2014-05-21,635000,4.0,2.25,2750,6180,1.0,0,0,4,1500,1250,1948,0,3821 39th Ave S,Seattle,WA 98118,USA,3821 39th Ave S Seattle WA 98118 USA,47.5690821,-122.2843179,2014,5
2014-05-21,210000,3.0,1.0,1240,4842,1.0,0,0,4,1240,0,1916,0,9612-9618 Renton Ave S,Seattle,WA 98118,USA,9612-9618 Renton Ave S Seattle WA 98118 USA,47.516573,-122.2691888,2014,5
2014-05-21,512500,3.0,2.5,1900,7604,2.0,0,0,3,1900,0,1990,2009,11125 115th Ave NE,Kirkland,WA 98033,USA,11125 115th Ave NE Kirkland WA 98033 USA,47.70019860000001,-122.1881622,2014,5
2014-05-21,567000,3.0,2.5,2540,6093,2.0,0,0,3,2540,0,1999,0,7913-7935 79th Way NE,Kirkland,WA 98034,USA,7913-7935 79th Way NE Kirkland WA 98034 USA,47.7039757,-122.2364019,2014,5
2014-05-21,525000,3.0,2.75,2100,10362,2.0,0,0,3,1510,590,1998,2006,3 Ober Strasse,Snoqualmie Pass,WA 98068,USA,3 Ober Strasse Snoqualmie Pass WA 98068 USA,47.4346816,-121.4172533,2014,5
2014-05-21,475000,4.0,2.0,1790,2250,1.0,0,2,4,840,950,1909,1989,1017 N 38th St,Seattle,WA 98103,USA,1017 N 38th St Seattle WA 98103 USA,47.6525541,-122.3450666,2014,5
2014-05-21,250000,3.0,2.0,1170,7258,1.0,0,0,3,1170,0,1984,0,29812 55th Pl S,Auburn,WA 98001,USA,29812 55th Pl S Auburn WA 98001 USA,47.3333389,-122.2659296,2014,5
2014-05-21,220000,3.0,1.0,1060,9126,1.0,0,2,5,1060,0,1956,0,1122 Harding St,Enumclaw,WA 98022,USA,1122 Harding St Enumclaw WA 98022 USA,47.20103950000001,-121.9991099,2014,5
2014-05-21,230000,5.0,2.0,1930,6120,1.5,0,0,3,1930,0,1941,1969,10645 2nd Ave SW,Seattle,WA 98146,USA,10645 2nd Ave SW Seattle WA 98146 USA,47.5072921,-122.3373239,2014,5
2014-05-21,385500,3.0,2.0,1540,7947,1.0,0,0,3,1120,420,1961,2004,9215 NE 183rd St,Bothell,WA 98011,USA,9215 NE 183rd St Bothell WA 98011 USA,47.7605134,-122.217059,2014,5
2014-05-21,895000,5.0,3.0,2876,13927,1.0,0,2,4,1970,906,1973,0,5558 W Mercer Way,Mercer Island,WA 98040,USA,5558 W Mercer Way Mercer Island WA 98040 USA,47.5527528,-122.2292375,2014,5
2014-05-21,368250,3.0,2.5,2150,7484,2.0,0,0,3,2150,0,1988,2000,932 223rd Pl NE,Sammamish,WA 98074,USA,932 223rd Pl NE Sammamish WA 98074 USA,47.6190868,-122.0430035,2014,5
2014-05-21,249900,2.0,1.0,1140,5500,1.0,0,0,3,1140,0,1947,2012,9412 24th Ave SW,Seattle,WA 98106,USA,9412 24th Ave SW Seattle WA 98106 USA,47.5187309,-122.3629697,2014,5
2014-05-21,350000,3.0,1.5,980,7790,1.0,0,0,5,980,0,1969,0,9753 NE 127th Pl,Kirkland,WA 98034,USA,9753 NE 127th Pl Kirkland WA 98034 USA,47.7140981,-122.2128546,2014,5
2014-05-21,175000,3.0,1.75,1230,13056,1.0,0,0,4,1230,0,1962,0,31649-31799 44th Ave S,Auburn,WA 98001,USA,31649-31799 44th Ave S Auburn WA 98001 USA,47.3173128,-122.2792451,2014,5
2014-05-21,270000,3.0,1.75,1390,10905,1.0,0,0,3,860,530,1957,2000,5601-5605 21st Ave SW,Seattle,WA 98106,USA,5601-5605 21st Ave SW Seattle WA 98106 USA,47.5517434,-122.3602457,2014,5
2014-05-21,495000,3.0,3.5,2380,6250,2.0,0,3,3,1670,710,1997,0,6521-6599 S Norfolk St,Seattle,WA 98118,USA,6521-6599 S Norfolk St Seattle WA 98118 USA,47.5144269,-122.2529673,2014,5
2014-05-21,1580000,3.0,3.25,3690,7200,2.0,0,0,3,3690,0,2007,0,440 8th Ave,Kirkland,WA 98033,USA,440 8th Ave Kirkland WA 98033 USA,47.6815619,-122.1999501,2014,5
2014-05-21,542500,5.0,3.25,3010,1074218,1.5,0,0,5,2010,1000,1931,0,16200-16398 252nd Ave SE,Issaquah,WA 98027,USA,16200-16398 252nd Ave SE Issaquah WA 98027 USA,47.4566211,-122.0046426,2014,5
2014-05-21,330000,3.0,1.0,1250,9126,1.0,0,0,3,1250,0,1969,2010,17510 194th Ave NE,Woodinville,WA 98077,USA,17510 194th Ave NE Woodinville WA 98077 USA,47.7553759,-122.0760798,2014,5
2014-05-21,1003000,4.0,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993,124 NE 63rd St,Seattle,WA 98115,USA,124 NE 63rd St Seattle WA 98115 USA,47.6745683,-122.3270252,2014,5
2014-05-21,299800,2.0,1.0,790,5240,1.0,0,0,4,790,0,1925,1968,8041-8299 Beacon Ave S,Seattle,WA 98118,USA,8041-8299 Beacon Ave S Seattle WA 98118 USA,47.52985289999999,-122.2883385,2014,5
2014-05-21,299900,3.0,2.5,2720,6014,2.0,0,0,3,2720,0,2002,0,29820 125th Pl SE,Auburn,WA 98092,USA,29820 125th Pl SE Auburn WA 98092 USA,47.3344423,-122.1742215,2014,5
2014-05-21,691000,4.0,2.75,2550,8632,1.0,0,0,3,1700,850,1972,2002,4118 107th Pl NE,Kirkland,WA 98033,USA,4118 107th Pl NE Kirkland WA 98033 USA,47.6477304,-122.1973556,2014,5
2014-05-21,195000,2.0,1.0,1080,3899,1.0,0,0,4,1080,0,1972,0,24807 10th Ave S,Des Moines,WA 98198,USA,24807 10th Ave S Des Moines WA 98198 USA,47.3791783,-122.3212283,2014,5
2014-05-21,405000,3.0,1.75,2470,9620,1.0,0,1,4,1570,900,1962,0,1018 S 226th St,Des Moines,WA 98198,USA,1018 S 226th St Des Moines WA 98198 USA,47.3993742,-122.320092,2014,5
2014-05-21,360000,2.0,0.75,850,7710,1.0,0,2,5,550,300,1909,1988,2458 S Ferdinand St,Seattle,WA 98108,USA,2458 S Ferdinand St Seattle WA 98108 USA,47.5588634,-122.301026,2014,5
2014-05-21,256750,3.0,2.5,1990,8991,1.0,0,0,3,1570,420,1969,2010,23255 133rd Ave SE,Kent,WA 98042,USA,23255 133rd Ave SE Kent WA 98042 USA,47.3938571,-122.1638605,2014,5
2014-05-21,332500,3.0,2.25,1800,10500,2.0,0,0,3,1800,0,1995,0,23902 231st Pl SE,Maple Valley,WA 98038,USA,23902 231st Pl SE Maple Valley WA 98038 USA,47.3878481,-122.0322235,2014,5
2014-05-21,975000,5.0,4.0,4850,36450,2.0,0,0,3,4850,0,1977,2004,13600 NE 36th Pl,Bellevue,WA 98005,USA,13600 NE 36th Pl Bellevue WA 98005 USA,47.6426263,-122.1575727,2014,5
2014-05-21,218000,3.0,1.0,1020,7874,1.0,0,0,3,1020,0,1956,2001,9455 8th Ave SW,Seattle,WA 98106,USA,9455 8th Ave SW Seattle WA 98106 USA,47.51745580000001,-122.3458798,2014,5
2014-05-21,429000,3.0,2.5,2420,49928,2.0,0,0,3,1860,560,1985,0,24998 SE 155th Pl,Issaquah,WA 98027,USA,24998 SE 155th Pl Issaquah WA 98027 USA,47.4630389,-122.0075124,2014,5
2014-05-21,589000,4.0,2.5,2910,5776,2.0,0,2,3,2910,0,1998,2006,6907 Fairway Ave SE,Snoqualmie,WA 98065,USA,6907 Fairway Ave SE Snoqualmie WA 98065 USA,47.538819,-121.8703577,2014,5
2014-05-21,255000,3.0,1.5,1060,9039,1.0,0,0,3,1060,0,1973,2013,19300 142nd Pl SE,Renton,WA 98058,USA,19300 142nd Pl SE Renton WA 98058 USA,47.4293744,-122.1509518,2014,5
2014-05-21,668750,4.0,2.5,2340,6420,1.0,0,2,3,1590,750,1964,2000,2148 NW 197th St,Shoreline,WA 98177,USA,2148 NW 197th St Shoreline WA 98177 USA,47.7727991,-122.3860764,2014,5
2014-05-21,344500,4.0,2.75,1800,5453,1.0,0,0,3,1050,750,2002,0,1816 Talbot Rd S,Renton,WA 98055,USA,1816 Talbot Rd S Renton WA 98055 USA,47.4629387,-122.2091018,2014,5
2014-05-21,452000,4.0,2.0,1660,6150,1.0,0,0,3,850,810,1945,2010,7308 28th Ave SW,Seattle,WA 98126,USA,7308 28th Ave SW Seattle WA 98126 USA,47.537057,-122.3682971,2014,5
2014-05-21,540000,3.0,1.75,1300,62290,1.0,0,0,3,1300,0,1983,2009,26933 NE Union Hill Rd,Redmond,WA 98053,USA,26933 NE Union Hill Rd Redmond WA 98053 USA,47.6529082,-121.9792295,2014,5
2014-05-21,246000,3.0,1.5,1780,23819,1.0,0,0,3,1780,0,1953,0,12432 16th Ave S,Seattle,WA 98168,USA,12432 16th Ave S Seattle WA 98168 USA,47.4911745,-122.3124073,2014,5
2014-05-21,535000,2.0,1.0,1030,4841,1.0,0,0,3,920,110,1939,1969,1317 N 79th St,Seattle,WA 98103,USA,1317 N 79th St Seattle WA 98103 USA,47.6860464,-122.3409706,2014,5
2014-05-21,970000,4.0,3.25,2790,5420,1.0,0,3,3,1130,1660,1963,2013,19400-19498 23rd Ave NW,Shoreline,WA 98177,USA,19400-19498 23rd Ave NW Shoreline WA 98177 USA,47.7697369,-122.3859998,2014,5
2014-05-21,430000,3.0,1.0,1150,3000,1.0,0,0,5,1150,0,1906,0,945 N 80th St,Seattle,WA 98103,USA,945 N 80th St Seattle WA 98103 USA,47.68670059999999,-122.3452205,2014,5
2014-05-21,520000,4.0,2.5,3290,11446,2.0,0,0,3,3290,0,1992,0,8020 NE 153rd Pl,Kenmore,WA 98028,USA,8020 NE 153rd Pl Kenmore WA 98028 USA,47.7398952,-122.2338077,2014,5
2014-05-21,712000,4.0,2.5,3400,247421,2.0,0,0,3,3400,0,2001,0,27728 SE 268th St,Ravensdale,WA 98051,USA,27728 SE 268th St Ravensdale WA 98051 USA,47.362537,-121.971149,2014,5
2014-05-21,450000,2.0,1.0,1200,4000,1.0,0,0,3,1070,130,1940,1996,3026 37th Ave SW,Seattle,WA 98126,USA,3026 37th Ave SW Seattle WA 98126 USA,47.5765979,-122.3778732,2014,5
2014-05-21,220000,4.0,2.5,2160,8005,2.0,0,0,3,2160,0,1993,0,767 Oakhurst Dr,Pacific,WA 98047,USA,767 Oakhurst Dr Pacific WA 98047 USA,47.2668127,-122.2309484,2014,5
2014-05-21,525000,3.0,1.0,1450,4000,1.0,0,1,4,950,500,1948,0,5155 54th Ave S,Seattle,WA 98118,USA,5155 54th Ave S Seattle WA 98118 USA,47.5553794,-122.2660708,2014,5
2014-05-21,1220000,4.0,2.5,3240,3600,2.0,0,0,3,2060,1180,2008,0,2433 1st Ave N,Seattle,WA 98109,USA,2433 1st Ave N Seattle WA 98109 USA,47.6405384,-122.3558932,2014,5
2014-05-21,540000,3.0,2.0,1470,1691,2.0,0,0,3,1000,470,2007,0,1032 NE 63rd St,Seattle,WA 98115,USA,1032 NE 63rd St Seattle WA 98115 USA,47.67431029999999,-122.3160055,2014,5
2014-05-21,600000,4.0,2.5,2360,5226,2.0,0,0,3,2360,0,2001,0,8410 NE 124th St,Kirkland,WA 98034,USA,8410 NE 124th St Kirkland WA 98034 USA,47.7119718,-122.2289332,2014,5
2014-05-21,600000,3.0,2.25,2230,9053,2.0,0,0,4,2230,0,1987,0,5718 147th Ave NE,Bellevue,WA 98007,USA,5718 147th Ave NE Bellevue WA 98007 USA,47.6594227,-122.1437563,2014,5
2014-05-21,625000,4.0,2.5,2630,48706,2.0,0,0,3,2630,0,1986,0,16021 NE 203rd Pl,Woodinville,WA 98072,USA,16021 NE 203rd Pl Woodinville WA 98072 USA,47.77504769999999,-122.125255,2014,5
2014-05-21,150000,3.0,1.0,1010,25000,1.0,0,0,3,1010,0,1966,1963,10626 Kelly Rd NE,Carnation,WA 98014,USA,10626 Kelly Rd NE Carnation WA 98014 USA,47.6903741,-121.9030894,2014,5
2014-05-21,389999,3.0,2.25,1445,1471,2.0,0,0,3,1300,145,2003,0,206 Lingering Pine Dr NW,Issaquah,WA 98027,USA,206 Lingering Pine Dr NW Issaquah WA 98027 USA,47.5343293,-122.0720261,2014,5
2014-05-21,285000,3.0,1.75,2380,6000,1.5,0,0,3,1320,1060,1935,1974,8723 S 117th St,Seattle,WA 98178,USA,8723 S 117th St Seattle WA 98178 USA,47.4979384,-122.2219622,2014,5
2014-05-21,744000,4.0,2.75,2830,13059,2.0,0,0,3,2830,0,1998,2006,26592 SE 15th St,Sammamish,WA 98075,USA,26592 SE 15th St Sammamish WA 98075 USA,47.595035,-121.9862169,2014,5
2014-05-21,700000,4.0,2.5,3010,46173,2.0,0,0,3,3010,0,1996,0,4375 279th Ave NE,Redmond,WA 98053,USA,4375 279th Ave NE Redmond WA 98053 USA,47.6470925,-121.9639779,2014,5
2014-05-21,318989,4.0,2.25,2000,9000,1.0,0,0,4,2000,0,1978,2000,4231 SW 323rd St,Federal Way,WA 98023,USA,4231 SW 323rd St Federal Way WA 98023 USA,47.3125327,-122.3874347,2014,5
2014-05-21,556000,3.0,2.25,2020,3600,2.0,0,0,3,2020,0,1998,2006,13031 NE 70th Dr,Kirkland,WA 98033,USA,13031 NE 70th Dr Kirkland WA 98033 USA,47.667784,-122.1650429,2014,5
2014-05-21,275000,3.0,2.5,2030,6326,2.0,0,0,3,2030,0,1993,0,23418 SE 282nd Pl,Maple Valley,WA 98038,USA,23418 SE 282nd Pl Maple Valley WA 98038 USA,47.349132,-122.0289021,2014,5
2014-05-21,430000,3.0,2.75,2550,11160,2.0,0,0,3,2550,0,1994,0,14540 5th Ave NE,Shoreline,WA 98155,USA,14540 5th Ave NE Shoreline WA 98155 USA,47.73515159999999,-122.3232667,2014,5
2014-05-21,300000,2.0,1.0,970,13700,1.0,0,0,3,970,0,1949,1998,9807 22nd Ave SW,Seattle,WA 98106,USA,9807 22nd Ave SW Seattle WA 98106 USA,47.5150592,-122.3622816,2014,5
2014-05-21,396450,3.0,1.75,1540,12446,1.0,0,0,5,1540,0,1967,0,1106-1128 Lewis Ln SE,Issaquah,WA 98027,USA,1106-1128 Lewis Ln SE Issaquah WA 98027 USA,47.5175349,-122.0268507,2014,5
2014-05-21,225000,2.0,1.0,1396,111949,1.0,0,0,3,1396,0,1940,1997,24841 Redmond-Fall City Rd NE,Redmond,WA 98053,USA,24841 Redmond-Fall City Rd NE Redmond WA 98053 USA,47.6373675,-122.0072111,2014,5
2014-05-21,700000,4.0,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0,543 N 138th St,Seattle,WA 98133,USA,543 N 138th St Seattle WA 98133 USA,47.7294127,-122.3519658,2014,5
2014-05-21,260000,6.0,2.0,2220,8797,1.0,0,0,3,2220,0,1977,2004,142 11th St SE,Auburn,WA 98002,USA,142 11th St SE Auburn WA 98002 USA,47.2978049,-122.2271352,2014,5
2014-05-21,655000,4.0,3.5,2350,13402,2.0,0,3,3,1670,680,1994,0,11221 NE 106th Pl,Kirkland,WA 98033,USA,11221 NE 106th Pl Kirkland WA 98033 USA,47.6946529,-122.1898966,2014,5
2014-05-21,1185000,3.0,2.25,2760,40946,2.0,0,0,5,2760,0,1978,0,13204 NE 45th St,Bellevue,WA 98005,USA,13204 NE 45th St Bellevue WA 98005 USA,47.6499398,-122.1636655,2014,5
2014-05-21,1550000,3.0,2.5,4460,26027,2.0,0,0,3,4460,0,1992,0,126th Ln NE,Kirkland,WA 98033,USA,126th Ln NE Kirkland WA 98033 USA,47.6931986,-122.1719093,2014,5
2014-05-21,413800,3.0,2.0,1440,4421,1.0,0,0,3,1440,0,2007,0,23571-23613 NE Twinberry Way,Redmond,WA 98053,USA,23571-23613 NE Twinberry Way Redmond WA 98053 USA,47.7188334,-122.024564,2014,5
2014-05-21,950000,5.0,3.75,5330,6000,2.0,0,2,3,3570,1760,2006,0,832 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA,832 Summerhill Ridge Dr NW Issaquah WA 98027 USA,47.54015829999999,-122.072835,2014,5
2014-05-21,334990,4.0,2.5,2220,4228,2.0,0,0,3,2220,0,2014,0,11283-11399 5th Ave SW,Seattle,WA 98146,USA,11283-11399 5th Ave SW Seattle WA 98146 USA,47.5022605,-122.340882,2014,5
2014-05-21,2700000,5.0,4.75,5305,8401,2.0,0,2,3,3745,1560,2005,0,1010 6th St W,Kirkland,WA 98033,USA,1010 6th St W Kirkland WA 98033 USA,47.68651329999999,-122.2148712,2014,5
2014-05-21,1030000,3.0,4.0,3880,13095,2.0,0,3,3,3700,180,2009,0,8090 Juanita Dr NE,Kirkland,WA 98034,USA,8090 Juanita Dr NE Kirkland WA 98034 USA,47.7006471,-122.2342091,2014,5
2014-05-21,1130000,4.0,3.25,3810,8519,1.0,0,1,3,2680,1130,2007,0,10022 NE 110th St,Kirkland,WA 98033,USA,10022 NE 110th St Kirkland WA 98033 USA,47.6989486,-122.2071859,2014,5
2014-05-21,556000,3.0,3.0,1960,1168,2.0,0,0,3,1600,360,2007,0,1150 NE Park Dr,Issaquah,WA 98029,USA,1150 NE Park Dr Issaquah WA 98029 USA,47.5445184,-122.0140215,2014,5
2014-05-21,360000,3.0,2.5,1530,1131,3.0,0,0,3,1530,0,2009,0,933 N 97th St,Seattle,WA 98103,USA,933 N 97th St Seattle WA 98103 USA,47.6992898,-122.3458435,2014,5
2014-05-22,480000,4.0,2.25,3250,34293,2.0,0,0,4,3250,0,1983,0,28030 185th Pl SE,Kent,WA 98042,USA,28030 185th Pl SE Kent WA 98042 USA,47.3496196,-122.0939361,2014,5
2014-05-22,324000,3.0,2.5,1750,7208,2.0,0,0,3,1750,0,1994,0,11201 SE 190th Pl,Renton,WA 98055,USA,11201 SE 190th Pl Renton WA 98055 USA,47.4315232,-122.1922267,2014,5
2014-05-22,1050000,4.0,3.25,3440,35021,2.0,0,0,3,3440,0,1983,2009,11704 NE 41st St,Kirkland,WA 98033,USA,11704 NE 41st St Kirkland WA 98033 USA,47.64769769999999,-122.1842138,2014,5
2014-05-22,275000,1.0,0.75,1170,14149,1.0,0,0,5,880,290,1962,0,37316 W Lake Walker Dr SE,Enumclaw,WA 98022,USA,37316 W Lake Walker Dr SE Enumclaw WA 98022 USA,47.26528,-121.9097154,2014,5
